id,longitude,latitude,easting,northing,sg_bdod,sg_cec,sg_cfvo,sg_clay,sg_nitrogen,sg_ocd,sg_phh2o,sg_sand,sg_silt,sg_soc
20,-73.96,-12.999999999999993,612784.6206942992,8562633.999162897,1.2905702590942383,23.418010711669922,22.84251594543457,24.995548248291016,2.4379849433898926,23.891626358032227,6.680709362030029,39.43605422973633,35.56839370727539,27.72771453857422
21,-74.12,-12.909999999999993,595466.069761088,8572653.199693447,1.1875569820404053,22.940536499023438,26.333011627197266,23.60264015197754,6.113871097564697,29.148000717163086,6.232029914855957,42.768524169921875,33.67763137817383,29.229524612426758
22,-73.98,-12.99,610619.9043365716,8563748.79248462,1.2851440906524658,25.093355178833008,21.99367904663086,25.84229850769043,1.737630844116211,21.846609115600586,6.832818984985352,39.529720306396484,34.59750747680664,18.797992706298828
23,-73.87,-13.159999999999997,622466.9292492394,8544895.39571478,1.2654389142990112,18.75369644165039,22.73177146911621,30.461732864379883,1.7741910219192505,20.385873794555664,6.59293270111084,36.815711975097656,32.6345100402832,16.986778259277344
24,-73.83,-13.070000000000004,626848.7081014565,8554830.304289758,1.2157397270202637,18.83995819091797,30.140371322631836,31.753416061401367,4.280607223510742,27.79140281677246,6.118990421295166,34.99882125854492,33.22643280029297,22.662343978881836
25,-74,-12.880000000000006,608498.2212182706,8575923.492360037,1.2280139923095703,23.877477645874023,26.543210983276367,29.695545196533203,4.430636882781982,24.97301483154297,6.219859600067139,38.19194793701172,32.04983139038086,23.95292854309082
26,-73.78,-13.12,632243.6336990481,8549274.244392948,1.2587242126464844,21.629777908325195,27.81236457824707,23.850923538208008,2.7079951763153076,22.860288619995117,6.410015106201172,42.64563751220703,33.50447463989258,22.98981475830078
27,-73.96,-13.020000000000003,612775.5806277483,8560421.943111276,1.3223962783813477,25.44745635986328,24.343475341796875,26.36726188659668,1.8446197509765625,19.6778564453125,6.873053073883057,38.649139404296875,34.97977828979492,18.51380157470703
28,-73.93,-13.089999999999995,615996.3955191375,8552666.155405572,1.2974321842193604,24.911563873291016,22.18983268737793,29.342920303344727,2.2657740116119385,22.32199478149414,6.584420204162598,39.929481506347656,30.628698348999023,19.68278694152832
29,-73.9,-13.11999999999999,619234.5411615275,8549334.037656464,1.3200000524520874,24.897022247314453,25.031360626220703,27.528127670288086,1.7003660202026367,21.514558792114258,6.79610538482666,38.883819580078125,33.588050842285156,17.542030334472656
