"id","longitude","latitude","BI","DVI","GLI","GNDVI","MBI","MSAVI","NBR","NDMI","NDVI","VARI"
53,-74.05,-12.94,0.219136893749237,0.108404994010925,0.0197096969932318,0.510755658149719,0.320248365402222,0.178864687681198,-0.00126435596030205,-0.163986042141914,0.383591920137405,-0.205449864268303
54,-73.95,-12.99,0.101724222302437,0.0944899916648865,0.0248120035976171,0.485379308462143,0.220401406288147,0.155070781707764,0.204884111881256,0.0338517427444458,0.338370621204376,-0.218845918774605
55,-73.92,-13.08,0.0941949263215065,0.154096245765686,0.0468655042350292,0.555866420269012,0.260563731193542,0.251151978969574,0.168037354946136,-0.0247301012277603,0.475354462862015,-0.147102326154709
56,-73.9,-13.08,-0.00179461948573589,0.0508887469768524,0.17015515267849,0.624866008758545,0.220287993550301,0.0982089713215828,0.345752775669098,0.0890363827347755,0.608307778835297,-0.032451469451189
57,-73.91,-12.88,0.168070524930954,0.147812485694885,0.0441156290471554,0.571349740028381,0.319831699132919,0.237004175782204,0.188868418335915,-0.0777587071061134,0.439222037792206,-0.211455464363098
58,-73.99,-13.03,0.25612610578537,0.0920149907469749,0.0312953963875771,0.466854304075241,0.350476056337357,0.154360428452492,-0.0638809502124786,-0.22500941157341,0.361473917961121,-0.17058838903904
59,-73.82,-13.08,0.151375502347946,0.151992499828339,0.0517663657665253,0.604867696762085,0.298060208559036,0.251222640275955,0.149194478988647,-0.0721633210778236,0.491483509540558,-0.195676505565643
60,-73.81,-13.06,0.23933432996273,0.0594412498176098,0.10436837375164,0.54708856344223,0.356652408838272,0.109429374337196,0.0938621461391449,-0.156088039278984,0.435870170593262,-0.165870025753975
61,-73.89,-13.16,0.178427696228027,0.113629996776581,0.0235144942998886,0.501138687133789,0.297972649335861,0.186146110296249,0.0464522689580917,-0.118466578423977,0.387306779623032,-0.187996461987495
62,-74.01,-12.92,-0.0620256960391998,0.140717506408691,0.0761594846844673,0.641317963600159,0.148628175258636,0.246172651648521,0.386447578668594,0.181764364242554,0.565817892551422,-0.147660508751869
63,-73.81,-13.06,0.23933432996273,0.0594412498176098,0.10436837375164,0.54708856344223,0.356652408838272,0.109429374337196,0.0938621461391449,-0.156088039278984,0.435870170593262,-0.165870025753975
64,-74.08,-12.84,0.140847697854042,0.153381258249283,0.0738859847187996,0.588120102882385,0.296927690505981,0.252513378858566,0.180788040161133,-0.0574841797351837,0.488523930311203,-0.168777480721474
65,-73.83,-13.1,-0.265809386968613,0.0448249988257885,0.514182984828949,0.829899907112122,0.0197091568261385,0.088458314538002,0.655043601989746,0.404236286878586,0.784957528114319,-0.100339837372303
66,-74.02,-12.91,0.078655831515789,0.099288746714592,0.0343452803790569,0.682785451412201,0.233814790844917,0.179539978504181,0.257811069488525,0.0408437699079514,0.532990217208862,-0.260500729084015
67,-74,-12.85,0.229947254061699,0.1389299929142,0.0442655943334103,0.580464482307434,0.360364466905594,0.228434652090073,0.0796313062310219,-0.166155055165291,0.454212546348572,-0.207217141985893
68,-73.97,-12.94,0.081716425716877,0.137555003166199,0.0176282189786434,0.61469179391861,0.240431889891624,0.230085864663124,0.237559601664543,0.0256367344409227,0.477265268564224,-0.237279921770096
69,-73.97,-13.05,0.0646542906761169,0.156667500734329,0.0483671091496944,0.570615828037262,0.233607918024063,0.256078004837036,0.204716682434082,0.0195224117487669,0.485034942626953,-0.155935049057007
70,-73.9,-13.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,-74.13,-12.83,0.0609815753996372,0.209110006690025,0.0779778957366943,0.640553057193756,0.257366150617599,0.335633516311646,0.276668846607208,0.02312021702528,0.561241030693054,-0.15240453183651
72,-74.09,-12.93,0.201784566044807,0.119666256010532,0.0517594628036022,0.575657725334167,0.332479000091553,0.20489476621151,0.0650618225336075,-0.144914776086807,0.472421944141388,-0.177878111600876
73,-74.07,-12.95,0.188636749982834,0.124217495322227,0.0487015135586262,0.522838473320007,0.324634432792664,0.205419018864632,0.0719130486249924,-0.133845970034599,0.427440792322159,-0.160435363650322
74,-73.91,-12.88,0.168070524930954,0.147812485694885,0.0441156290471554,0.571349740028381,0.319831699132919,0.237004175782204,0.188868418335915,-0.0777587071061134,0.439222037792206,-0.211455464363098
75,-73.98,-12.95,0.007160983979702,0.190781265497208,0.0781141072511673,0.640564501285553,0.210789442062378,0.31427726149559,0.320877611637115,0.0900346636772156,0.565124988555908,-0.146860882639885
76,-73.96,-13.02,0.15580090880394,0.0543399974703789,0.0857188105583191,0.474209129810333,0.274117559194565,0.0995347201824188,0.0817462354898453,-0.0772846266627312,0.396425306797028,-0.121800303459167
77,-74.02,-12.97,0.183806389570236,0.101227506995201,0.0456379912793636,0.465905070304871,0.299903869628906,0.166817381978035,0.0508144795894623,-0.118400149047375,0.36253347992897,-0.163013562560081
78,-74.09,-12.97,0.184584528207779,0.15743750333786,0.045992836356163,0.542851626873016,0.315152138471603,0.24838362634182,0.0735675320029259,-0.123449601233006,0.438981741666794,-0.174716889858246
79,-74.06,-12.83,0.0663136094808578,0.140703737735748,0.0880985483527184,0.499746650457382,0.240158349275589,0.230502739548683,0.206312939524651,0.0131485117599368,0.452946096658707,-0.0814319103956223
80,-73.88,-13.18,0.00790897849947214,0.246771246194839,0.10197452455759,0.619660973548889,0.221184238791466,0.377732545137405,0.338343232870102,0.0853321626782417,0.563979268074036,-0.107312276959419
81,-74.02,-12.85,0.191353142261505,0.0935412496328354,0.0381991751492023,0.585460960865021,0.321654558181763,0.164654836058617,0.114216789603233,-0.111755691468716,0.451184421777725,-0.218831285834312
82,-73.81,-13.06,0.23933432996273,0.0594412498176098,0.10436837375164,0.54708856344223,0.356652408838272,0.109429374337196,0.0938621461391449,-0.156088039278984,0.435870170593262,-0.165870025753975
83,-73.97,-13.05,0.0646542906761169,0.156667500734329,0.0483671091496944,0.570615828037262,0.233607918024063,0.256078004837036,0.204716682434082,0.0195224117487669,0.485034942626953,-0.155935049057007
84,-73.95,-12.89,0.0949456617236137,0.0990549996495247,0.0930287167429924,0.599132478237152,0.270279258489609,0.178122907876968,0.238923773169518,-0.00555735686793923,0.517860174179077,-0.142495915293694
85,-74.09,-12.97,0.184584528207779,0.15743750333786,0.045992836356163,0.542851626873016,0.315152138471603,0.24838362634182,0.0735675320029259,-0.123449601233006,0.438981741666794,-0.174716889858246
86,-73.81,-13.1,0.123499289155006,0.113024994730949,0.079176552593708,0.54890900850296,0.292153298854828,0.195976734161377,0.17832724750042,-0.0535546205937862,0.478099018335342,-0.12361317127943
87,-73.89,-13.16,0.178427696228027,0.113629996776581,0.0235144942998886,0.501138687133789,0.297972649335861,0.186146110296249,0.0464522689580917,-0.118466578423977,0.387306779623032,-0.187996461987495
88,-73.92,-13,0.1477320343256,0.0762574970722198,0.0668419823050499,0.519535541534424,0.270833969116211,0.135229557752609,0.134562194347382,-0.0500991009175777,0.408241659402847,-0.172367602586746
89,-74.06,-12.93,-0.0181568935513496,0.203912496566772,0.0627613067626953,0.637587130069733,0.163415163755417,0.323954641819,0.322052538394928,0.14228318631649,0.538116455078125,-0.183019950985909
90,-74.01,-12.89,-0.00560766737908125,0.0629474967718124,0.10824403911829,0.616384446620941,0.157055363059044,0.11775890737772,0.363395869731903,0.164337679743767,0.508040606975555,-0.175044789910316
91,-73.83,-13.18,0.149328634142876,0.215545013546944,0.0553700104355812,0.558255910873413,0.302034378051758,0.317336469888687,0.129576176404953,-0.0848336517810822,0.468316495418549,-0.157168433070183
92,-73.92,-13.03,0.160932585597038,0.124781258404255,0.0679298341274261,0.586169898509979,0.296206176280975,0.214721024036407,0.0950152352452278,-0.0942215248942375,0.494763672351837,-0.160138249397278
93,-74.03,-12.96,0.166875004768372,0.139108747243881,0.00278576253913343,0.565537810325623,0.292978733778,0.222561866044998,0.107698433101177,-0.0851673632860184,0.417091101408005,-0.244095429778099
94,-73.94,-13.02,0.157021686434746,0.108088754117489,0.0281030032783747,0.547694265842438,0.287734746932983,0.183205187320709,0.110209353268147,-0.0785945728421211,0.423725813627243,-0.204865351319313
95,-73.95,-12.88,-0.0181029923260212,0.189942494034767,0.130014970898628,0.663023412227631,0.20654633641243,0.32172703742981,0.389912307262421,0.119809679687023,0.607713878154755,-0.109271541237831
96,-73.97,-13.03,-0.121090099215508,0.191592484712601,0.165409848093987,0.661885380744934,0.140486463904381,0.333941668272018,0.453038334846497,0.213257804512978,0.661096930503845,-0.00178459042217582
97,-74.04,-12.93,0.211909353733063,0.146368741989136,0.0526869259774685,0.5742147564888,0.346800655126572,0.241536349058151,0.0590821169316769,-0.16201688349247,0.476540267467499,-0.170573145151138
98,-73.94,-13.02,0.157021686434746,0.108088754117489,0.0281030032783747,0.547694265842438,0.287734746932983,0.183205187320709,0.110209353268147,-0.0785945728421211,0.423725813627243,-0.204865351319313
99,-73.93,-13.07,-0.22160492837429,0.268290013074875,0.200743541121483,0.738405287265778,0.0911053419113159,0.466271668672562,0.522026538848877,0.289234787225723,0.769246220588684,0.0950460582971573
100,-73.79,-13.11,0.0599216185510159,0.154164999723434,0.0861101597547531,0.577056288719177,0.228721022605896,0.255820423364639,0.230703517794609,0.0354484282433987,0.502305209636688,-0.131615862250328
